mAb_name,AbStruc_loops,AbStruc_amide_amide_interactions,AbStruc_amide_ring_interactions,AbStruc_beta_bridges,AbStruc_carbon_pi_interactions,AbStruc_cation_pi_interactions,AbStruc_donor_pi_interactions,AbStruc_beta_strands,AbStruc_threeten_helices,AbStruc_alpha_helices,AbStruc_total_interactions,AbStruc_metsulphur_pi_interactions,AbStruc_beta_bends,AbStruc_beta_turns,AbStruc_aromatic_interactions,AbStruc_atom_atom_sum,AbStruc_atom_plane_sum,AbStruc_carbonyl_interactions,AbStruc_steric_clashes,AbStruc_covbonds,AbStruc_mean_interaction_distance,AbStruc_hbonds,AbStruc_hydrophobic_interactions,AbStruc_ibonds,AbStruc_phi_angle,AbStruc_plane_plane_interactions,AbStruc_pbonds,AbStruc_proximal_interactions,AbStruc_psi_angle,AbStruc_vdw_interactions,AbStruc_vdw_clashes,AbStruc_weak_pbonds,AbStruc_folding_energy,AbStruc_unfolded_charge,AbStruc_folded_charge,AbStruc_sasa,AbStruc_schains_sasa,AbStruc_lauer_SAP,AbStruc_lauer_DI,AbStruc_free_cys,AbStruc_cys_bridges,AbStruc_pcharge_hetrgen,AbStruc_ncharge_hetrgen,AbStruc_plane_group_interactions,AbStruc_folded_pI,AbStruc_unfolded_pI
Clazakizumab,52,10,4,1,36,5,10,111,9,4,8885,2,26,25,37,8814,49,65,0,1,4.285294316263365,183,584,21,-84.9820327758789,8,261,8203,92.03028869628906,142,468,243,10.78,1.83,3.16,10378.47245095174,7994.533140699583,26.408656350263136,26.151116350263138,4,2,5.4621277100529655,4.503332381293025,14,8.91,8.52
Adebrelimab,51,3,10,2,50,4,9,117,15,0,8647,10,18,25,24,8556,70,44,0,2,4.295950040476466,181,574,22,-80.385955810546875,8,261,8033,99.078094482421875,133,388,230,19.23,2.89,2.47,10701.937469460065,8169.06041053504,27.242391051265148,27.041086051265147,4,2,5.8966469931196714,4.206569032428936,13,9.2,8.9
Cobolimab,54,12,7,1,36,0,4,108,12,0,7929,2,18,27,15,7861,42,49,0,0,4.309238239374448,188,506,18,-81.85453033447266,7,257,7447,98.96092987060548,103,311,202,2.73,5.31,4.85,10823.946544476014,8291.988228378808,28.06640515841341,27.67113015841341,4,2,4.729124666164193,4.989368946528991,19,9.6,9.4
Cosfroviximab,52,4,12,0,37,0,7,112,9,0,8198,1,23,32,42,8123,45,48,0,2,4.31570139058307,177,549,17,-85.93553161621094,14,247,7630,101.0026397705078,131,360,202,17.94,2.82,3.18,10693.119801235178,8168.63663903814,28.43345458948868,28.174284589488675,4,2,5.3800794850114535,5.242264856991565,16,9.06,8.92
Aducanumab,54,14,8,2,55,2,9,114,12,0,8891,6,17,32,27,8789,70,50,0,2,4.3043785850860425,198,618,24,-83.37750244140625,10,261,8291,97.9025650024414,125,371,215,8.41,11.06,10.98,10549.531579362038,8049.08491430197,26.650414875466357,25.755544875466352,4,2,5.368677869660223,5.216906081687643,22,10.26,9.95
Cosibelimab,57,8,5,2,43,3,5,110,12,0,8555,5,14,36,4,8484,54,44,0,2,4.294011689070719,189,553,12,-81.375762939453125,4,275,7932,100.64458465576172,148,402,215,16.94,-0.58,-0.78,11080.7336031536,8421.674166122111,27.001765660620997,27.065335660620992,4,2,5.185234413335336,4.519053122973169,13,6.4,6.6
Crizanlizumab,52,6,6,4,51,3,11,115,12,0,8694,12,19,31,13,8603,74,47,0,2,4.301927766275593,184,595,28,-78.2137680053711,5,257,8090,99.44376373291016,138,373,231,21.63,0.08,1.32,11023.318518362668,8355.185868840465,27.20048484231285,27.09290484231285,4,2,5.26135288100179,4.368641138076386,12,7.5,7.1
Cusatuzumab,53,18,11,0,32,5,9,115,15,4,8644,4,15,27,4,8566,47,63,0,2,4.306713327163351,187,504,21,-79.66242980957031,2,273,8046,97.4681396484375,122,396,238,13.97,-2.59,-1.3,10636.215336067266,8012.45756320082,27.82566637478365,27.93161637478365,4,2,4.330988610273332,4.590029332716925,29,6.4,5.4
Daclizumab,48,4,8,0,51,9,12,120,15,0,8400,7,16,22,46,8303,73,48,0,2,4.301345238095238,184,578,25,-86.54389953613281,12,252,7819,102.99817657470705,128,354,242,7.86,5.55,4.44,10332.458394439962,7874.902498327087,26.51858566901402,26.15672566901402,4,2,6.463452847243684,4.355953198482343,12,9.5,9.3
Dafsolimab,59,7,10,0,42,0,11,112,12,0,8366,12,18,25,27,8272,65,50,0,2,4.30647262730098,181,504,20,-84.153533935546875,12,236,7769,96.129241943359375,144,357,233,17.33,7.3,7.08,11000.600610766374,8418.320991238515,30.149053556039178,29.572033556039177,4,2,6.601822217049467,5.367228079880083,17,9.6,9.5
Afasevikumab,59,18,7,0,42,7,15,114,12,0,8869,4,16,30,28,8766,63,48,0,2,4.310286390799414,189,572,26,-82.730712890625,15,255,8245,101.02296447753906,133,386,234,22.87,4.08,5.06,10655.32255292167,8065.404064227603,26.727597252107792,26.315207252107797,4,2,5.75538178767183,4.36322034396734,25,9.61,9.28
Dectrekumab,51,10,9,0,47,4,9,118,12,0,9067,4,17,30,33,8976,61,36,0,3,4.301869416565568,199,612,38,-83.05175018310547,11,276,8464,94.257476806640625,142,367,239,16.05,4.07,3.86,10349.695261344765,7974.490749632728,27.943687286284003,27.629097286284004,4,2,5.774903360242266,5.042231832869711,19,9.4,9.2
Denosumab,50,11,9,1,42,2,9,117,15,0,8806,6,20,27,51,8717,58,44,0,2,4.304811492164433,197,600,31,-82.41736602783203,11,276,8229,98.6739273071289,147,339,217,14.43,5.84,6.59,10444.185988204428,7823.368477114461,25.441643706469836,24.90455870646983,4,2,5.234237924472386,5.12383872547804,20,9.83,9.62
Depemokimab,50,16,9,0,51,0,6,116,12,0,8856,1,22,32,32,8759,58,59,0,1,4.3149446702800365,195,634,28,-82.48619842529297,14,259,8287,101.91808319091795,136,335,223,14.75,4.31,3.96,10701.237251943854,8231.207899594096,28.66782739617976,28.34508739617976,4,2,5.5909864361956,5.342949952351995,25,9.4,9.31
Dezamizumab,58,3,10,0,45,9,11,113,12,0,8475,6,16,30,52,8384,65,52,0,2,4.3099362831858405,171,550,22,-81.267669677734375,13,249,7898,98.80085754394533,139,345,236,8.28,2.79,2.09,11062.772173669951,8513.344016434912,26.842691672713126,26.672356672713125,4,2,5.990709213624721,4.594486986345365,13,8.5,8.5
Dinutuximab,51,10,9,2,49,0,7,110,9,0,8366,6,17,35,16,8278,62,49,0,2,4.312751613674396,200,515,28,-78.50489807128906,7,268,7831,93.2161102294922,128,317,219,2.82,8.04,6.78,10755.815754351988,8246.668488945763,27.507418784962606,26.954848784962607,4,2,5.243573462285894,4.55570077041288,19,10,10
Diridavumab,56,8,12,5,40,0,5,107,12,0,8297,10,20,30,2,8219,55,43,0,2,4.315946727732916,176,481,8,-84.41523742675781,3,249,7765,95.01134490966795,140,312,239,29.4,6.16,6.72,10894.591450022172,8345.20038106766,29.99950283963685,29.45182283963685,4,2,4.672041751002201,4.318276844250796,20,9.74,9.62
Divozilimab,57,14,10,1,36,4,8,106,15,0,8475,7,17,27,72,8383,52,41,0,2,4.300811799410029,168,553,22,-82.629119873046875,16,237,7861,103.2112274169922,145,375,227,6.25,8.4,7.86,10608.809479049483,8064.919711112303,28.092582812820343,27.451992812820343,4,2,6.115225093433899,4.693452230540392,24,10,10
Docaravimab,55,14,6,2,33,1,6,108,9,0,8122,1,23,29,16,8055,40,28,0,2,4.306716326028072,181,575,25,-84.619476318359375,7,249,7589,100.4101791381836,116,348,209,9.85,1.31,2.14,10966.994194598554,8390.661939481104,27.449173180432982,27.274763180432984,4,2,4.860213480400904,4.98021975205308,20,8,8
Dostarlimab,54,8,6,0,48,0,3,116,6,0,8349,4,13,34,51,8262,55,45,0,2,4.311973889088514,188,545,21,-83.18876647949219,18,264,7804,103.12110900878906,121,335,213,7.05,2.31,2.72,10919.61943847811,8351.258328271222,29.998845903305497,29.77716590330549,4,2,5.201038686887029,4.719719510638648,14,8.74,8.45
Drozitumab,51,14,6,2,38,1,10,115,12,0,8333,2,15,33,12,8257,50,54,0,2,4.307634705388216,195,513,22,-83.20001220703125,6,266,7782,97.111358642578125,135,338,215,5.48,0.16,0.32,10885.959074516595,8084.187756832038,26.55493408689856,26.52885408689856,4,2,4.64554701239309,4.098721708353008,20,7.28,7.23
Duligotuzumab,50,9,6,1,41,2,5,114,12,0,8611,7,19,32,17,8532,54,46,0,2,4.3084461734990125,191,550,29,-81.52281188964844,10,267,8051,97.34211730957033,132,347,225,18.38,-2.91,-0.42,10209.615149644398,7739.32545258513,25.96848689931865,26.002716899318653,4,2,5.714592103814459,4.678244447554559,15,6.8,5.25
Ebdarokimab,47,8,14,0,47,4,13,121,9,0,9034,3,20,29,45,8938,64,48,0,2,4.293490148328536,189,579,26,-87.29998779296875,10,265,8373,102.77657318115234,140,423,230,11.75,3.83,4.07,10259.578333378591,7958.481668513067,27.769848108292724,27.438143108292724,4,2,5.843604226788027,4.5873193192592,22,9.4,9.2
Ebronucimab,63,14,9,5,36,4,10,107,9,0,8772,4,12,37,31,8692,51,45,0,2,4.30109781121751,196,511,21,-80.455352783203125,6,299,8174,100.17466735839844,140,376,230,22.57,-2.68,-2.05,10830.04532277164,8082.523756868994,27.320054995337124,27.487129995337124,4,2,4.6752895493097775,4.742376412345447,23,6,6
Edrecolomab,47,9,7,0,41,2,8,116,12,0,8196,3,19,29,51,8111,52,49,0,2,4.309238653001464,172,565,11,-84.29730987548828,17,230,7641,101.38654327392578,144,324,229,17.69,4.07,5.64,10562.528497920744,8069.061956435377,26.128358508493157,25.66869850849315,4,2,5.586291319628935,5.467955318883516,16,9.37,9.12
Efalizumab,52,11,9,1,48,3,10,112,12,0,8605,6,17,34,48,8508,65,44,0,3,4.317573503776873,193,596,16,-81.23554992675781,12,269,8055,91.62235260009766,116,334,207,15.07,6.55,6.83,10719.047335936386,8461.631300902924,26.80312127044392,26.24647627044392,4,2,5.078269216852845,4.784030269767559,20,9.75,9.42
Abelacimab,54,12,6,5,38,2,7,108,9,0,8309,4,17,33,25,8234,50,45,0,4,4.31621494764713,188,508,15,-82.43936920166016,7,261,7822,96.33006286621094,126,282,210,20.17,2.9,4.73,10693.761238041285,8011.37756682498,30.160365435731336,29.774870435731337,2,1,4.074043109311878,4.832007954585498,18,9.38,9.03
Eldelumab,51,11,8,0,49,2,8,120,15,0,8825,9,21,26,18,8731,67,48,0,3,4.307578470254958,190,567,33,-84.31328582763672,8,262,8232,98.669921875,133,363,229,12.9,3.08,4.1,10966.155607622546,8230.56636902282,26.68839452495937,26.354244524959373,4,2,5.826939782888663,5.256472512248999,19,9.38,8.93
Elezanumab,53,7,10,5,47,4,14,108,15,0,8518,13,16,30,32,8419,75,50,0,2,4.300034045550599,174,538,8,-83.967376708984375,7,244,7893,99.410552978515625,147,377,235,13.22,4.3,3.88,10419.129802385278,7785.494175001634,27.57408288566224,27.25786288566223,4,2,4.105130309949391,4.403218369374071,17,9.31,9.12
Alirocumab,52,15,9,0,39,3,9,117,9,0,8928,4,20,33,48,8830,52,48,0,2,4.319726702508961,192,558,14,-83.38140869140625,22,266,8379,101.1662368774414,123,326,221,14.48,3.07,4.09,10933.34598041082,8404.319839580054,26.83588530049992,26.502550300499912,4,2,4.570821721027787,5.233442722990314,24,9.18,8.92
Elgemtumab,53,9,7,1,37,8,13,108,12,0,8400,4,18,30,25,8318,57,41,0,2,4.304396428571428,188,546,20,-81.06394958496094,9,266,7851,94.7603530883789,125,340,208,7.31,4.83,4.86,10304.899594554878,7870.86354233077,26.422606527867025,26.026516527867024,4,2,5.260058705348305,4.883168615529687,16,9.69,9.43
Elotuzumab,55,20,7,1,43,5,8,111,15,0,8799,4,18,25,53,8700,57,37,0,2,4.308810092055916,189,588,28,-78.76579284667969,15,263,8196,99.98223114013672,127,375,221,13.01,1.07,1.56,10535.503713723458,8154.015682012303,27.267187009484505,27.1400470094845,4,2,4.787490818042698,5.058511159079092,27,8,8
Emapalumab,54,12,11,3,39,8,12,110,15,0,9122,5,18,33,77,9024,58,46,0,2,4.306312212234159,204,627,31,-81.43907928466797,17,282,8505,97.57897186279295,140,377,225,14.45,-0.59,0.2,10653.988560020523,7843.856604995554,26.87338531065745,26.857085310657453,4,2,5.093203402415833,5.104643127294665,23,7.15,6.55
Enavatuzumab,50,11,11,1,37,5,11,119,12,0,8863,6,16,32,20,8779,55,45,0,1,4.297023581180187,191,580,32,-82.47392272949219,7,269,8218,97.53826904296876,131,429,236,12.51,1.56,1.89,10707.671527304065,8227.01187832686,27.740762959597703,27.586727959597702,4,2,5.3462348036064204,4.916979116912424,22,8.03,7.95
Enoblituzumab,54,12,10,2,43,3,9,106,15,0,9231,4,25,26,48,9137,56,46,0,1,4.304524970209079,195,635,25,-82.44164276123047,16,282,8595,99.9565887451172,151,390,241,19.87,4.05,3.89,10092.4554968154,7867.228620094019,25.542344448864203,25.2253094488642,4,2,5.407960102141289,4.559549189403689,22,9,9
Enokizumab,50,5,7,0,43,3,9,119,12,0,8441,5,18,30,51,8359,58,46,0,2,4.294908186233859,177,596,21,-83.13887023925781,12,242,7816,96.08689880371094,137,404,236,15.45,1.32,2.98,10914.50784520359,8334.711376148593,28.454364387924223,28.211494387924223,4,2,5.385729445467943,5.274072236997168,12,9,8
Ensituximab,51,11,9,1,41,2,8,106,12,0,8109,3,23,26,42,8018,52,38,0,2,4.3062893081761,171,592,22,-84.13792419433594,19,245,7553,99.63928985595705,141,322,204,11.33,5.31,4.98,10178.50787698317,7607.347923172681,28.231073526240458,27.825203526240458,4,2,6.104947960629463,5.164602351389466,20,9.4,9.4
Epratuzumab,52,14,10,2,42,2,8,114,12,0,8896,6,16,31,135,8787,57,48,0,2,4.301636690647482,179,610,10,-86.5255355834961,28,250,8243,93.51934814453124,154,388,258,10.23,5.55,4.59,10888.46932154851,8573.430672068213,27.18224523443172,26.80816023443172,4,2,6.232495834830776,4.152141947246382,24,9.61,9.27
Eptinezumab,51,14,4,1,27,2,6,109,12,4,8151,2,18,27,16,8092,36,61,0,2,4.285915838547417,186,478,23,-84.14820861816406,5,255,7528,95.54010772705078,107,455,233,0.8,3.06,2.89,10817.345304243008,8281.637772148239,29.80492648202837,29.56939148202837,12,3,5.329577923160458,4.6767119915819935,18,9.15,8.92
Etesevimab,59,15,9,1,38,1,7,109,9,4,9041,2,16,29,60,8962,47,60,0,2,4.279060944585776,186,612,20,-82.9590072631836,8,268,8285,92.42951202392578,147,528,260,7.51,3.83,4.79,10411.983272490696,7958.257338290399,28.34916356988387,27.958778569883872,4,2,5.304361364671252,5.021498826471015,24,9.63,9.17
Evolocumab,54,8,8,3,35,2,9,104,12,0,7853,12,11,37,10,7777,56,43,0,2,4.306742646122502,175,485,15,-84.26428985595703,4,254,7326,97.18958282470705,136,313,209,3.26,5.06,4.77,10459.097109137963,7874.900685749302,28.221281142611005,27.832526142611005,4,2,4.52792844278617,4.031237498690404,16,9.64,9.34
Feladilimab,49,2,12,0,38,0,4,122,12,0,8770,8,15,28,86,8696,50,48,0,2,4.287124287343215,188,618,28,-84.02303314208984,10,249,8121,102.1376495361328,146,427,243,10.82,2.55,2.43,10702.339524214873,8100.423388754511,28.77098766130801,28.57294266130801,4,2,5.927721917231937,4.494158280865145,14,8.45,8.44
Felzartamab,59,12,7,3,38,2,4,100,12,0,8336,4,23,28,25,8264,47,46,2,7,4.28761396353167,175,491,6,-78.47245788574219,6,262,7707,99.8008804321289,134,414,239,15.14,2.16,2.85,10808.69858259031,8110.758955387272,29.292498602032246,29.060223602032245,4,2,4.002802101669229,4.738439490222265,19,9.01,8.83
Fezakinumab,54,10,10,5,35,4,8,106,18,0,8880,7,15,34,23,8797,51,50,0,2,4.305894144144145,201,499,21,-82.99397277832031,12,277,8273,93.44829559326172,147,375,253,21.66,2.31,3.89,10809.317333659956,8133.48229660775,28.645552765618906,28.3285177656189,4,2,5.295153176197105,4.701571268987984,20,9.3,8.48
Ficlatuzumab,56,11,7,1,43,3,6,109,18,0,8529,4,12,28,29,8446,54,46,0,2,4.30750967288076,185,550,21,-80.12230682373047,11,259,7961,99.94022369384766,117,366,239,11.35,1.56,1,10518.201865442436,8191.100333110021,26.786722886954703,26.705222886954704,4,2,5.925336349785831,4.930285188777023,18,8,8
Flanvotumab,53,6,5,1,35,0,4,111,9,0,8562,6,24,28,50,8494,45,48,0,2,4.30615627189909,174,600,14,-84.76593017578125,12,238,7986,106.02564239501952,137,369,228,17.19,4.83,4.68,10190.694305989857,7791.461222637751,27.563256225398128,27.18183622539813,4,2,5.906477215440551,4.687093226354215,11,9.71,9.35
Foralumab,48,10,8,0,49,7,10,116,12,0,9061,5,19,30,72,8958,67,36,0,2,4.301633373799802,196,653,29,-84.94043731689453,18,274,8419,95.9186782836914,143,394,234,15.13,9.31,8.6,10362.1844943399,7902.234983044907,26.21177742683399,25.51087742683399,4,2,5.735608193902366,5.325454874567626,18,10.12,9.85
Foravirumab,53,10,7,0,46,3,5,111,12,0,8658,3,24,26,52,8574,55,41,0,2,4.311896511896513,194,600,26,-85.69823455810547,12,251,8074,98.28409576416016,127,371,223,10.64,6.31,6.25,10344.990072636692,7781.532902999477,26.89204663503452,26.38267163503452,4,2,5.9131127286585095,4.680099315211929,17,9.63,9.54
Fresolimumab,48,10,9,0,51,0,6,115,9,0,8429,8,24,31,4,8341,65,54,0,1,4.324167754181991,184,550,27,-84.202239990234375,4,248,7939,98.8797378540039,110,291,201,6.65,0.93,1.06,10485.629678638654,8054.067794506126,27.52588208403453,27.43949208403453,4,2,5.159375948772808,4.802928142900953,19,8.38,8.35
Fulranumab,58,7,5,0,48,0,6,111,12,0,8749,3,20,28,42,8667,57,46,0,1,4.29744199337067,189,652,22,-83.45328521728516,13,266,8121,100.7078857421875,138,407,220,10.99,2.4,2.98,10644.114576794178,8114.432108781031,26.29833726080455,26.05546726080455,4,2,4.77181739596678,4.6475998983942,12,9.2,8.9
Futuximab,51,9,8,0,53,4,10,109,12,0,8875,9,22,35,23,8776,73,47,0,2,4.2916461971830975,196,544,27,-82.7943344116211,9,292,8201,89.9065170288086,154,419,230,8.39,0.55,-0.11,10729.942190650696,8302.073712954321,25.925399303897315,25.934364303897315,4,2,5.702255888780563,4.357747005734974,17,6.86,7.34
Galcanezumab,53,7,6,0,44,4,6,113,9,0,8271,5,21,30,20,8193,56,51,0,3,4.3014363438520125,177,569,21,-83.6571044921875,9,240,7692,91.80573272705078,114,384,218,4.35,6.07,5.92,10723.32352831301,8239.188083705762,27.661401449933567,27.17892144993357,4,2,5.086962739987055,3.587422156192621,13,9.6,9.38
Garadacimab,59,13,8,4,36,5,9,111,12,4,8972,3,9,34,40,8893,50,39,0,2,4.29675211769951,207,583,12,-85.304595947265625,8,278,8305,91.066802978515625,158,428,236,13.56,8.06,8.21,11253.048656856308,8510.86493398745,29.71628501336912,29.047170013369115,4,2,4.321660931903825,4.6031560943669385,21,10,10
Garivulimab,49,14,6,0,41,0,7,116,12,0,8507,6,17,31,24,8422,54,44,0,2,4.312348654049607,198,561,23,-79.4439926147461,11,259,7926,93.36222839355467,128,366,220,1.04,5.31,4.91,10080.82146696918,7680.864141543007,26.690806577841023,26.290641577841026,4,2,5.659341767606889,4.7427519628012975,20,9.65,9.32
Gedivumab,59,17,9,2,49,3,10,113,15,0,9279,2,20,25,55,9174,62,47,0,1,4.300586270072206,196,633,19,-81.02477264404297,17,266,8627,98.247039794921875,128,418,246,7.63,5.55,5.11,10499.999538984022,8045.990441830268,28.21718991458428,27.800724914584283,4,2,5.129256217361608,4.942352350371893,26,9.82,9.36
Gevokizumab,51,11,11,0,42,2,8,113,9,0,8638,1,22,32,33,8545,52,47,0,2,4.3201053484602925,179,635,22,-84.78411865234375,19,245,8110,102.3053207397461,126,307,215,3.43,6.31,5.92,10546.27532842122,8274.978974771382,27.37446548402801,26.891985484028016,4,2,5.075783681440161,4.640347713832196,22,9.73,9.6
Giloralimab,50,10,12,3,59,3,8,109,12,0,8747,1,24,26,31,8642,69,44,0,1,4.314619869669602,195,607,28,-79.7906265258789,14,255,8152,91.40850067138672,132,357,231,1.83,5.07,4.87,10774.139013520062,8484.479571852688,28.8436882999398,28.4467832999398,4,2,4.737417679943281,4.507650589676169,22,9.8,9.4
Gimsilumab,52,20,8,0,41,4,10,115,18,0,8919,4,20,23,21,8827,56,48,0,2,4.300264603655119,197,608,21,-79.664459228515625,8,271,8310,97.86975860595705,136,379,236,24.47,5.32,6.82,10612.979563654504,8284.73801756248,28.044511176365823,27.488681176365823,4,2,4.832578323711396,4.743760316426268,28,10,10
Amlitelimab,61,14,9,1,33,0,6,108,15,0,8859,6,21,28,27,8785,45,53,0,2,4.295555931820747,194,555,28,-84.95939636230469,6,267,8218,93.77010345458984,135,430,242,10.3,5.07,5.42,10743.635533523948,8234.398613186273,28.650072689523917,28.208342689523917,4,2,4.691679750681429,4.929598334735521,23,9.7,9.5
Golimumab,57,11,11,1,47,3,8,114,9,0,9078,7,21,32,61,8975,62,50,0,1,4.312111698612029,204,618,34,-83.96924591064453,19,277,8473,98.63292694091795,109,392,209,19.53,6.07,6.3,10968.171863216505,8407.044389004499,29.234075545178523,28.720625545178525,4,2,5.826566334018927,4.887566446387494,22,9.72,9.45
Gomiliximab,53,12,8,0,41,1,9,113,12,0,8495,3,19,28,10,8418,53,49,0,2,4.317047675103001,188,510,24,-88.02222442626953,4,259,7949,97.79467010498048,133,334,195,21.41,3.83,4.35,10530.999445522297,8146.834464408614,26.9499841542928,26.5954591542928,4,2,5.535072354325217,5.3638873101014415,20,9.27,9.23
Grisnilimab,56,6,8,2,41,5,14,113,18,0,8703,2,17,25,81,8617,58,40,0,2,4.295430311386878,184,609,16,-78.54546356201172,14,260,8098,96.36710357666016,131,386,208,11.1,0.4,0.77,10712.964809107176,8104.276032269775,29.181763220324203,29.119008220324204,8,2,4.533651224987722,4.976150434031631,14,7.52,7.37
Guselkumab,57,8,10,4,51,3,8,102,15,0,8735,3,16,34,23,8648,63,46,0,2,4.303500858614767,183,557,11,-84.387725830078125,6,261,8144,97.08024597167967,128,374,222,14.05,5.07,5.01,10382.703387884094,7821.891021830855,28.42307716045792,28.01476216045792,4,2,4.959988735236502,4.553115896420248,18,9.5,9.31
Ibalizumab,48,7,12,1,57,3,10,119,12,0,9109,8,21,33,51,8990,76,51,0,2,4.326795477000769,197,603,17,-81.97608947753906,24,258,8536,96.81366729736328,123,329,195,20.08,2.07,1.86,11126.33024266257,8711.66384720936,28.08246058332108,27.93087058332108,4,2,5.828428728767959,4.718719207187197,19,8.45,8.4
Ifabotuzumab,49,15,6,3,37,3,8,112,12,0,8819,8,16,33,57,8729,54,52,0,2,4.284092300714367,180,602,28,-82.51063537597656,15,258,8123,98.53778839111328,162,442,240,23.51,2.83,4.74,10399.072961322008,8078.493000834318,27.50649659094236,27.12018659094236,4,2,5.633821705444972,4.778151150406152,21,9.28,8.82
Imalumab,50,14,7,0,42,2,8,113,15,0,8389,7,22,25,24,8305,58,45,0,3,4.314361664083919,193,563,24,-82.23021697998047,5,261,7863,94.8595733642578,109,330,195,1.85,5.07,4.92,10611.259717638026,8229.150637511553,27.49707384862807,27.09609384862807,4,2,4.747441437359671,4.5484076494632015,21,9.77,9.45
Imaprelimab,51,4,11,0,35,0,4,109,16,0,8334,1,23,24,46,8270,40,56,0,3,4.297994960403168,183,554,18,-85.86006164550781,9,248,7765,98.49596405029295,137,365,226,10.65,5.82,5.52,10302.153558932983,8098.71572004416,30.28504665969867,29.835166659698668,4,2,5.653787768782102,5.436526336768442,15,9.8,9.5
Imdevimab,54,14,7,5,51,2,6,107,15,0,8902,4,16,31,42,8809,62,53,0,2,4.296373848573355,200,608,16,-85.82847595214844,10,285,8244,92.78731536865234,155,408,231,5.32,3.15,3.09,10282.07309605611,7770.340967254038,26.89212118912146,26.64028618912146,4,2,4.077294181995058,3.8225738173531023,21,9.21,9.09
Inclacumab,57,12,6,1,43,2,7,108,12,0,9192,3,23,30,60,9106,53,49,0,3,4.297670800696258,201,596,33,-86.39521026611328,15,281,8535,100.07444763183594,167,401,250,24.62,5.08,5.48,10502.289304133985,7837.624063555519,27.770991471553284,27.324371471553285,4,2,5.868606250774223,5.412545060721423,18,9.42,9.37
Inebilizumab,56,13,8,1,46,3,6,113,9,0,9102,6,19,34,46,9015,59,54,0,1,4.297186332674137,177,613,23,-86.07416534423828,7,253,8423,96.7702178955078,152,439,237,34.18,-0.92,-0.57,10542.935463279173,8077.643862184616,26.49300029041342,26.53945529041342,0,0,5.827693087853751,4.819129766596936,21,6.68,6.13
Infliximab,48,12,11,0,50,1,8,116,15,0,8925,4,19,29,29,8827,62,49,0,2,4.312829131652661,206,574,42,-81.70307159423828,13,280,8370,95.42996978759766,137,318,203,12.45,-0.19,-0.24,10582.254906979671,8172.253387399905,26.32067098774526,26.340230987745255,4,2,4.851178625927099,5.062395747753119,23,7,7
Iratumumab,49,12,6,3,39,0,7,108,6,0,8121,0,18,35,43,8046,46,50,0,1,4.299597340229036,179,572,16,-81.69679260253906,11,240,7576,98.034271240234375,124,345,206,0.29,4.06,4.59,10470.777455491623,8241.92516254714,29.329805250807087,28.955720250807087,4,2,5.4046010854297775,4.687555877678017,18,9.41,9.18
Itepekimab,57,12,9,1,37,1,6,112,15,0,8447,8,16,28,3,8373,51,49,0,2,4.316669823606014,197,538,25,-79.28252410888672,2,256,7953,97.70782470703124,125,293,204,6.75,5.07,5.91,10506.964647536995,8051.068691195156,26.3098990123108,25.8282340123108,4,2,5.352331137613041,5.105305814711993,21,9.68,9.45
Itolizumab,53,9,6,0,34,2,7,116,12,0,8907,5,15,30,33,8830,47,51,0,2,4.296026720556865,207,575,47,-80.26325988769531,15,284,8289,102.17916870117188,137,402,223,17.38,5.07,4.92,10557.429810950773,8185.240893564382,25.637083004690997,25.236103004690992,4,2,5.531183679881318,4.7527989706041565,15,9.44,9.26
Lacnotuzumab,47,8,8,0,44,0,5,115,9,0,8782,7,22,32,31,8696,56,41,0,1,4.2977476656798,196,651,13,-82.33646392822266,14,256,8140,91.79113006591795,150,405,250,12.18,-1.71,-1.92,10315.60657743501,8039.024836985413,28.296753522032628,28.453233522032622,4,2,5.924987168582367,5.134647365219528,16,6,6
Lacutamab,49,8,8,2,44,1,6,115,18,0,8308,5,20,21,26,8223,55,38,0,2,4.309540202214733,168,549,27,-82.14403533935547,14,252,7741,99.868896484375,139,341,208,2.87,2.55,2.04,10551.903334381646,8055.133855958108,27.08058010003004,26.91432010003004,4,2,5.535608350275207,4.767721397405459,16,8.61,8.53
Larcaviximab,58,11,7,2,47,1,6,106,6,0,8759,5,24,30,28,8669,58,55,0,3,4.292032195456103,183,556,6,-79.04070281982422,14,263,8078,93.15619659423828,136,452,248,17.8,2.32,2.73,10508.947545119669,8063.928813741384,27.005329339605943,26.782834339605945,4,2,4.707939383212507,4.1409911797971954,18,8.5,8.5
Lemzoparlimab,54,14,7,0,43,0,4,115,9,0,8754,3,21,32,15,8676,50,57,0,2,4.312302947224126,194,559,28,-84.72595977783203,7,263,8210,93.44245147705078,131,333,223,7.03,5.84,6.2,11026.136273029068,8494.405166039376,27.490594652770884,26.98529465277088,4,2,4.798347073204484,4.603776318128578,21,9.78,9.54
Lenvervimab,50,12,9,1,46,1,10,125,9,0,8818,3,20,31,42,8723,59,48,0,2,4.309533907915626,200,583,27,-84.57708740234375,15,260,8216,101.01610565185548,145,360,219,13.81,4.83,6.23,11490.53811626349,8903.688118471015,29.651862268877675,29.144117268877675,4,2,5.916920755028406,5.344090269465846,21,9.59,9.32
