subset_threshold, dominating_set, doublets, isolated_nodes
AbStruc_fv_IgA_human_0.8,"'AbStruc_pbonds', 'AbStruc_unfolded_pI'","{'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_hbonds', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbStruc_fv_IgA_human_0.9,"'AbStruc_total_interactions', 'AbStruc_unfolded_pI'","{'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbStruc_loops', 'AbStruc_amide_amide_interactions', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_carbon_pi_interactions', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_atom_plane_sum', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_mean_interaction_distance', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_pbonds', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_vdw_clashes', 'AbStruc_weak_hbonds', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen', 'AbStruc_plane_group_interactions'"
AbStruc_fv_IgD_human_0.1,"'AbStruc_beta_bridges', 'AbStruc_psi_angle', 'AbStruc_steric_clashes', 'AbStruc_ncharge_hetrgen', 'AbStruc_free_cys', 'AbStruc_amide_ring_interactions', 'AbStruc_phi_angle', 'AbStruc_ibonds'","","'AbStruc_pi_helices', 'AbStruc_weak_hbonds'"
AbStruc_fv_IgD_human_0.2,"'AbStruc_beta_strands', 'AbStruc_steric_clashes', 'AbStruc_unfolded_pI', 'AbStruc_beta_bends', 'AbStruc_hbonds', 'AbStruc_beta_bridges', 'AbStruc_carbon_pi_interactions', 'AbStruc_ibonds'","{'AbStruc_psi_angle', 'AbStruc_phi_angle'}","'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_weak_hbonds', 'AbStruc_free_cys', 'AbStruc_cys_bridges'"
AbStruc_fv_IgD_human_0.3,"'AbStruc_donor_pi_interactions', 'AbStruc_plane_plane_interactions', 'AbStruc_loops', 'AbStruc_unfolded_pI', 'AbStruc_carbonyl_interactions', 'AbStruc_amide_amide_interactions', 'AbStruc_covbonds', 'AbStruc_beta_strands'","{'AbStruc_beta_turns', 'AbStruc_threeten_helices'}, {'AbStruc_psi_angle', 'AbStruc_phi_angle'}","'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_steric_clashes', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges'"
AbStruc_fv_IgD_human_0.4,"'AbStruc_plane_group_interactions', 'AbStruc_sasa', 'AbStruc_mean_interaction_distance', 'AbStruc_unfolded_pI', 'AbStruc_carbonyl_interactions', 'AbStruc_atom_plane_sum', 'AbStruc_plane_plane_interactions'","{'AbStruc_beta_turns', 'AbStruc_threeten_helices'}","'AbStruc_loops', 'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges'"
AbStruc_fv_IgD_human_0.5,"'AbStruc_plane_group_interactions', 'AbStruc_weak_pbonds', 'AbStruc_schains_sasa', 'AbStruc_atom_plane_sum', 'AbStruc_mean_interaction_distance', 'AbStruc_unfolded_pI'","{'AbStruc_beta_turns', 'AbStruc_threeten_helices'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}","'AbStruc_loops', 'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbStruc_fv_IgD_human_0.6,"'AbStruc_atom_plane_sum', 'AbStruc_unfolded_pI', 'AbStruc_pbonds', 'AbStruc_donor_pi_interactions', 'AbStruc_plane_group_interactions', 'AbStruc_vdw_clashes', 'AbStruc_sasa'","{'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}","'AbStruc_loops', 'AbStruc_beta_bridges', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbStruc_fv_IgD_human_0.7,"'AbStruc_schains_sasa', 'AbStruc_total_interactions', 'AbStruc_unfolded_pI'","{'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}","'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbStruc_fv_IgD_human_0.8,"'AbStruc_pbonds', 'AbStruc_unfolded_pI'","{'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_hbonds', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbStruc_fv_IgD_human_0.9,"'AbStruc_total_interactions'","{'AbStruc_unfolded_charge', 'AbStruc_folded_charge'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}, {'AbStruc_unfolded_pI', 'AbStruc_folded_pI'}","'AbStruc_loops', 'AbStruc_amide_amide_interactions', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_carbon_pi_interactions', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_atom_plane_sum', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_mean_interaction_distance', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_pbonds', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_vdw_clashes', 'AbStruc_weak_hbonds', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen', 'AbStruc_plane_group_interactions'"
AbStruc_fv_IgE_human_0.1,"'AbStruc_alpha_helices', 'AbStruc_psi_angle', 'AbStruc_ibonds', 'AbStruc_free_cys', 'AbStruc_phi_angle', 'AbStruc_steric_clashes', 'AbStruc_amide_ring_interactions'","",""
AbStruc_fv_IgE_human_0.2,"'AbStruc_ibonds', 'AbStruc_psi_angle', 'AbStruc_hbonds', 'AbStruc_carbon_pi_interactions', 'AbStruc_steric_clashes', 'AbStruc_beta_bends', 'AbStruc_ncharge_hetrgen', 'AbStruc_loops', 'AbStruc_cys_bridges'","","'AbStruc_alpha_helices', 'AbStruc_free_cys'"
AbStruc_fv_IgE_human_0.3,"'AbStruc_donor_pi_interactions', 'AbStruc_amide_amide_interactions', 'AbStruc_ncharge_hetrgen', 'AbStruc_threeten_helices', 'AbStruc_folding_energy', 'AbStruc_covbonds', 'AbStruc_beta_strands', 'AbStruc_plane_plane_interactions', 'AbStruc_carbonyl_interactions', 'AbStruc_cation_pi_interactions'","{'AbStruc_hbonds', 'AbStruc_ibonds'}","'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_steric_clashes', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_free_cys', 'AbStruc_cys_bridges'"
AbStruc_fv_IgE_human_0.4,"'AbStruc_atom_plane_sum', 'AbStruc_unfolded_pI', 'AbStruc_plane_plane_interactions', 'AbStruc_carbonyl_interactions', 'AbStruc_threeten_helices', 'AbStruc_plane_group_interactions', 'AbStruc_amide_ring_interactions', 'AbStruc_schains_sasa', 'AbStruc_mean_interaction_distance'","","'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges'"
AbStruc_fv_IgE_human_0.5,"'AbStruc_atom_plane_sum', 'AbStruc_plane_group_interactions', 'AbStruc_weak_pbonds', 'AbStruc_mean_interaction_distance', 'AbStruc_unfolded_pI', 'AbStruc_beta_strands', 'AbStruc_sasa'","{'AbStruc_beta_turns', 'AbStruc_threeten_helices'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}","'AbStruc_loops', 'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_beta_bends', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges'"
AbStruc_fv_IgE_human_0.6,"'AbStruc_pbonds', 'AbStruc_donor_pi_interactions', 'AbStruc_plane_group_interactions', 'AbStruc_vdw_clashes', 'AbStruc_atom_plane_sum', 'AbStruc_unfolded_pI', 'AbStruc_schains_sasa'","{'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}","'AbStruc_loops', 'AbStruc_beta_bridges', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbStruc_fv_IgE_human_0.7,"'AbStruc_total_interactions', 'AbStruc_unfolded_pI'","{'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbStruc_fv_IgE_human_0.8,"'AbStruc_unfolded_pI', 'AbStruc_pbonds'","{'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbStruc_fv_IgE_human_0.9,"'AbStruc_unfolded_pI', 'AbStruc_total_interactions'","{'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbStruc_loops', 'AbStruc_amide_amide_interactions', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_carbon_pi_interactions', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_atom_plane_sum', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_mean_interaction_distance', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_pbonds', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_vdw_clashes', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen', 'AbStruc_plane_group_interactions'"
AbStruc_fv_IgG_human_0.1,"'AbStruc_amide_ring_interactions', 'AbStruc_loops', 'AbStruc_steric_clashes', 'AbStruc_ncharge_hetrgen', 'AbStruc_ibonds', 'AbStruc_cys_bridges', 'AbStruc_folding_energy', 'AbStruc_alpha_helices'","","'AbStruc_pi_helices', 'AbStruc_weak_hbonds'"
AbStruc_fv_IgG_human_0.2,"'AbStruc_loops', 'AbStruc_unfolded_pI', 'AbStruc_carbon_pi_interactions', 'AbStruc_ibonds', 'AbStruc_beta_turns', 'AbStruc_hbonds', 'AbStruc_steric_clashes', 'AbStruc_pcharge_hetrgen'","{'AbStruc_cys_bridges', 'AbStruc_phi_angle'}","'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_psi_angle', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys'"
AbStruc_fv_IgG_human_0.3,"'AbStruc_unfolded_pI', 'AbStruc_loops', 'AbStruc_carbonyl_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_plane_plane_interactions', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen', 'AbStruc_amide_amide_interactions', 'AbStruc_covbonds'","{'AbStruc_beta_turns', 'AbStruc_threeten_helices'}","'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_steric_clashes', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges'"
AbStruc_fv_IgG_human_0.4,"'AbStruc_plane_plane_interactions', 'AbStruc_loops', 'AbStruc_plane_group_interactions', 'AbStruc_sasa', 'AbStruc_atom_plane_sum', 'AbStruc_mean_interaction_distance', 'AbStruc_carbonyl_interactions', 'AbStruc_unfolded_pI'","{'AbStruc_beta_turns', 'AbStruc_threeten_helices'}","'AbStruc_beta_bridges', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen'"
AbStruc_fv_IgG_human_0.5,"'AbStruc_sasa', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_weak_pbonds', 'AbStruc_carbon_pi_interactions', 'AbStruc_mean_interaction_distance', 'AbStruc_plane_group_interactions', 'AbStruc_cation_pi_interactions', 'AbStruc_unfolded_pI'","{'AbStruc_beta_turns', 'AbStruc_threeten_helices'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}","'AbStruc_loops', 'AbStruc_beta_bridges', 'AbStruc_beta_strands', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbStruc_fv_IgG_human_0.6,"'AbStruc_vdw_clashes', 'AbStruc_pbonds', 'AbStruc_plane_group_interactions', 'AbStruc_unfolded_pI', 'AbStruc_sasa', 'AbStruc_donor_pi_interactions', 'AbStruc_atom_plane_sum'","{'AbStruc_beta_turns', 'AbStruc_threeten_helices'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}","'AbStruc_loops', 'AbStruc_beta_bridges', 'AbStruc_beta_strands', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_beta_bends', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbStruc_fv_IgG_human_0.7,"'AbStruc_total_interactions', 'AbStruc_unfolded_pI'","{'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_aromatic_interactions', 'AbStruc_plane_plane_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_hbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbStruc_fv_IgG_human_0.8,"'AbStruc_pbonds', 'AbStruc_unfolded_pI'","{'AbStruc_plane_group_interactions', 'AbStruc_amide_amide_interactions'}, {'AbStruc_atom_plane_sum', 'AbStruc_carbon_pi_interactions'}, {'AbStruc_mean_interaction_distance', 'AbStruc_vdw_clashes'}, {'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbStruc_loops', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_weak_hbonds', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen'"
AbStruc_fv_IgG_human_0.9,"'AbStruc_unfolded_pI', 'AbStruc_total_interactions'","{'AbStruc_schains_sasa', 'AbStruc_sasa'}, {'AbStruc_lauer_DI', 'AbStruc_lauer_SAP'}","'AbStruc_loops', 'AbStruc_amide_amide_interactions', 'AbStruc_amide_ring_interactions', 'AbStruc_beta_bridges', 'AbStruc_carbon_pi_interactions', 'AbStruc_cation_pi_interactions', 'AbStruc_donor_pi_interactions', 'AbStruc_beta_strands', 'AbStruc_threeten_helices', 'AbStruc_alpha_helices', 'AbStruc_pi_helices', 'AbStruc_metsulphur_pi_interactions', 'AbStruc_beta_bends', 'AbStruc_beta_turns', 'AbStruc_aromatic_interactions', 'AbStruc_atom_plane_sum', 'AbStruc_carbonyl_interactions', 'AbStruc_steric_clashes', 'AbStruc_covbonds', 'AbStruc_mean_interaction_distance', 'AbStruc_hbonds', 'AbStruc_hydrophobic_interactions', 'AbStruc_ibonds', 'AbStruc_phi_angle', 'AbStruc_plane_plane_interactions', 'AbStruc_pbonds', 'AbStruc_psi_angle', 'AbStruc_vdw_interactions', 'AbStruc_vdw_clashes', 'AbStruc_weak_hbonds', 'AbStruc_weak_pbonds', 'AbStruc_folding_energy', 'AbStruc_free_cys', 'AbStruc_cys_bridges', 'AbStruc_pcharge_hetrgen', 'AbStruc_ncharge_hetrgen', 'AbStruc_plane_group_interactions'"
AbStruc_fv_IgG_mouse_0.1,"'AbStruc_beta_bridges', 'AbStruc_hbonds', 'AbStruc_amide_ring_interactions', 'AbStruc_steric_clashes', 'AbStruc_psi_angle'","","'AbStruc_alpha_helices', 'AbStruc_free_cys', 'AbStruc_cys_bridges'"
AbStruc_fv_IgG_mouse_0.2,"'AbStruc_psi_angle', 'AbStruc_hbonds', 'AbStruc_folding_energy', 'AbStruc_steric_clashes', 'AbStruc_carbon_pi_interactions', 'AbStruc_beta_turns'","","'AbStruc_alpha_helices', 'AbStruc_free_cys', 'AbStruc_cys_bridges'"
